Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Attention backend: flash (cuda capability 9.0)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 26806ms | tok/sec: 19,558 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854702 | lrm: 1.00 | dt: 312ms | tok/sec: 1,680,484 | mfu: 40.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442314 | lrm: 1.00 | dt: 316ms | tok/sec: 1,661,516 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971715 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,928 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578765 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,342 | mfu: 39.1% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248853 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,125 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998092 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,354 | mfu: 38.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787090 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,551 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.607007 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,941 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.455167 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,838 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325400 | lrm: 1.00 | dt: 331ms | tok/sec: 1,585,962 | mfu: 38.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217095 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,608 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.120719 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,829 | mfu: 39.6% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034836 | lrm: 1.00 | dt: 330ms | tok/sec: 1,588,749 | mfu: 38.4% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.962643 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,357 | mfu: 39.4% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 5.898030 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,574 | mfu: 39.5% | epoch: 1 | remaining: 298s    
step 00036 (2.7%) | loss: 5.147844 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,317 | mfu: 39.0% | epoch: 1 | remaining: 292s    
step 00037 (2.8%) | loss: 5.120620 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,781 | mfu: 38.9% | epoch: 1 | remaining: 291s    
step 00038 (2.9%) | loss: 5.092307 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,356 | mfu: 38.8% | epoch: 1 | remaining: 291s    
step 00039 (3.0%) | loss: 5.064855 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,064 | mfu: 39.1% | epoch: 1 | remaining: 291s    
step 00040 (3.1%) | loss: 5.037228 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,393 | mfu: 39.2% | epoch: 1 | remaining: 290s    
step 00041 (3.2%) | loss: 5.011857 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,108 | mfu: 38.8% | epoch: 1 | remaining: 290s    
step 00042 (3.4%) | loss: 4.986492 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,267 | mfu: 39.2% | epoch: 1 | remaining: 290s    
step 00043 (3.5%) | loss: 4.958247 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,693 | mfu: 38.9% | epoch: 1 | remaining: 289s    
step 00044 (3.6%) | loss: 4.930411 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,336 | mfu: 38.8% | epoch: 1 | remaining: 289s    
step 00045 (3.7%) | loss: 4.902856 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,127 | mfu: 39.0% | epoch: 1 | remaining: 289s    
step 00046 (3.8%) | loss: 4.875679 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,666 | mfu: 38.8% | epoch: 1 | remaining: 288s    
step 00047 (3.9%) | loss: 4.841090 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,253 | mfu: 39.0% | epoch: 1 | remaining: 288s    
step 00048 (4.0%) | loss: 4.818448 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,864 | mfu: 38.8% | epoch: 1 | remaining: 288s    
step 00049 (4.1%) | loss: 4.789616 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,933 | mfu: 39.0% | epoch: 1 | remaining: 287s    
step 00050 (4.2%) | loss: 4.760729 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,783 | mfu: 38.9% | epoch: 1 | remaining: 287s    
step 00051 (4.3%) | loss: 4.735719 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,200 | mfu: 38.8% | epoch: 1 | remaining: 287s    
step 00052 (4.4%) | loss: 4.707647 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,416 | mfu: 39.1% | epoch: 1 | remaining: 286s    
step 00053 (4.5%) | loss: 4.680585 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,606 | mfu: 38.9% | epoch: 1 | remaining: 286s    
step 00054 (4.7%) | loss: 4.653447 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,256 | mfu: 39.2% | epoch: 1 | remaining: 286s    
step 00055 (4.8%) | loss: 4.629301 | lrm: 1.00 | dt: 322ms | tok/sec: 1,625,849 | mfu: 39.3% | epoch: 1 | remaining: 285s    
step 00056 (4.9%) | loss: 4.607403 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,154 | mfu: 38.9% | epoch: 1 | remaining: 285s    
step 00057 (5.0%) | loss: 4.581750 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,991 | mfu: 38.6% | epoch: 1 | remaining: 285s    
step 00058 (5.1%) | loss: 4.551440 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,135 | mfu: 39.1% | epoch: 1 | remaining: 284s    
step 00059 (5.2%) | loss: 4.528607 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,442 | mfu: 39.2% | epoch: 1 | remaining: 284s    
step 00060 (5.3%) | loss: 4.503224 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,872 | mfu: 38.9% | epoch: 1 | remaining: 284s    
step 00061 (5.4%) | loss: 4.474978 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,132 | mfu: 38.8% | epoch: 1 | remaining: 283s    
step 00062 (5.5%) | loss: 4.452376 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,001 | mfu: 38.9% | epoch: 1 | remaining: 283s    
step 00063 (5.6%) | loss: 4.426520 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,707 | mfu: 38.8% | epoch: 1 | remaining: 283s    
step 00064 (5.7%) | loss: 4.401347 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,291 | mfu: 38.6% | epoch: 1 | remaining: 282s    
step 00065 (5.9%) | loss: 4.374844 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,881 | mfu: 39.0% | epoch: 1 | remaining: 282s    
step 00066 (6.0%) | loss: 4.350817 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,771 | mfu: 39.1% | epoch: 1 | remaining: 282s    
step 00067 (6.1%) | loss: 4.327777 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,753 | mfu: 38.8% | epoch: 1 | remaining: 281s    
step 00068 (6.2%) | loss: 4.308896 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,672 | mfu: 38.9% | epoch: 1 | remaining: 281s    
step 00069 (6.3%) | loss: 4.289998 | lrm: 1.00 | dt: 324ms | tok/sec: 1,615,784 | mfu: 39.0% | epoch: 1 | remaining: 281s    
step 00070 (6.4%) | loss: 4.268584 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,211 | mfu: 38.8% | epoch: 1 | remaining: 280s    
step 00071 (6.5%) | loss: 4.251890 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,801 | mfu: 38.8% | epoch: 1 | remaining: 280s    
step 00072 (6.6%) | loss: 4.228612 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,495 | mfu: 39.2% | epoch: 1 | remaining: 280s    
step 00073 (6.7%) | loss: 4.202409 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,399 | mfu: 39.2% | epoch: 1 | remaining: 280s    
step 00074 (6.8%) | loss: 4.177701 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,959 | mfu: 39.0% | epoch: 1 | remaining: 279s    
step 00075 (6.9%) | loss: 4.160048 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,492 | mfu: 38.7% | epoch: 1 | remaining: 279s    
step 00076 (7.0%) | loss: 4.141824 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,992 | mfu: 39.2% | epoch: 1 | remaining: 279s    
step 00077 (7.2%) | loss: 4.125156 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,979 | mfu: 39.0% | epoch: 1 | remaining: 278s    
step 00078 (7.3%) | loss: 4.101580 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,597 | mfu: 38.7% | epoch: 1 | remaining: 278s    
step 00079 (7.4%) | loss: 4.082112 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,758 | mfu: 39.1% | epoch: 1 | remaining: 278s    
step 00080 (7.5%) | loss: 4.061088 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,305 | mfu: 38.9% | epoch: 1 | remaining: 277s    
step 00081 (7.6%) | loss: 4.040701 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,307 | mfu: 39.0% | epoch: 1 | remaining: 277s    
step 00082 (7.7%) | loss: 4.022787 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,547 | mfu: 38.9% | epoch: 1 | remaining: 277s    
step 00083 (7.8%) | loss: 4.003421 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,251 | mfu: 38.9% | epoch: 1 | remaining: 276s    
step 00084 (7.9%) | loss: 3.987578 | lrm: 1.00 | dt: 324ms | tok/sec: 1,615,844 | mfu: 39.0% | epoch: 1 | remaining: 276s    
step 00085 (8.0%) | loss: 3.977342 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,579 | mfu: 39.1% | epoch: 1 | remaining: 276s    
step 00086 (8.1%) | loss: 3.961616 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,021 | mfu: 38.9% | epoch: 1 | remaining: 275s    
step 00087 (8.2%) | loss: 3.944812 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,309 | mfu: 38.7% | epoch: 1 | remaining: 275s    
step 00088 (8.3%) | loss: 3.925269 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,792 | mfu: 39.1% | epoch: 1 | remaining: 275s    
step 00089 (8.5%) | loss: 3.905629 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,452 | mfu: 38.8% | epoch: 1 | remaining: 274s    
step 00090 (8.6%) | loss: 3.893153 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,052 | mfu: 38.6% | epoch: 1 | remaining: 274s    
step 00091 (8.7%) | loss: 3.878039 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,777 | mfu: 39.2% | epoch: 1 | remaining: 274s    
step 00092 (8.8%) | loss: 3.861636 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,005 | mfu: 39.0% | epoch: 1 | remaining: 273s    
step 00093 (8.9%) | loss: 3.849942 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,142 | mfu: 38.7% | epoch: 1 | remaining: 273s    
step 00094 (9.0%) | loss: 3.836661 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,594 | mfu: 38.9% | epoch: 1 | remaining: 273s    
step 00095 (9.1%) | loss: 3.824881 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,682 | mfu: 39.1% | epoch: 1 | remaining: 272s    
step 00096 (9.2%) | loss: 3.815919 | lrm: 1.00 | dt: 327ms | tok/sec: 1,600,975 | mfu: 38.7% | epoch: 1 | remaining: 272s    
step 00097 (9.3%) | loss: 3.801752 | lrm: 1.00 | dt: 325ms | tok/sec: 1,610,781 | mfu: 38.9% | epoch: 1 | remaining: 272s    
step 00098 (9.4%) | loss: 3.793726 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,873 | mfu: 39.2% | epoch: 1 | remaining: 271s    
step 00099 (9.5%) | loss: 3.782099 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,662 | mfu: 39.1% | epoch: 1 | remaining: 271s    
step 00100 (9.6%) | loss: 3.771150 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,611 | mfu: 38.5% | epoch: 1 | remaining: 271s    
step 00101 (9.8%) | loss: 3.756479 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,457 | mfu: 38.9% | epoch: 1 | remaining: 270s    
step 00102 (9.9%) | loss: 3.745521 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,077 | mfu: 38.8% | epoch: 1 | remaining: 270s    
step 00103 (10.0%) | loss: 3.736025 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,912 | mfu: 38.5% | epoch: 1 | remaining: 270s    
step 00104 (10.1%) | loss: 3.718321 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,420 | mfu: 38.9% | epoch: 1 | remaining: 269s    
step 00105 (10.2%) | loss: 3.709904 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,568 | mfu: 39.0% | epoch: 1 | remaining: 269s    
step 00106 (10.3%) | loss: 3.701857 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,145 | mfu: 39.2% | epoch: 1 | remaining: 269s    
step 00107 (10.4%) | loss: 3.689788 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,344 | mfu: 38.9% | epoch: 1 | remaining: 268s    
step 00108 (10.5%) | loss: 3.684802 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,133 | mfu: 38.6% | epoch: 1 | remaining: 268s    
step 00109 (10.6%) | loss: 3.671092 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,594 | mfu: 38.9% | epoch: 1 | remaining: 268s    
step 00110 (10.7%) | loss: 3.664150 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,743 | mfu: 38.7% | epoch: 1 | remaining: 267s    
step 00111 (10.8%) | loss: 3.658537 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,877 | mfu: 38.8% | epoch: 1 | remaining: 267s    
step 00112 (11.0%) | loss: 3.652878 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,571 | mfu: 39.3% | epoch: 1 | remaining: 267s    
step 00113 (11.1%) | loss: 3.642293 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,140 | mfu: 38.9% | epoch: 1 | remaining: 267s    
step 00114 (11.2%) | loss: 3.630989 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,993 | mfu: 38.7% | epoch: 1 | remaining: 266s    
step 00115 (11.3%) | loss: 3.627401 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,723 | mfu: 39.1% | epoch: 1 | remaining: 266s    
step 00116 (11.4%) | loss: 3.621624 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,785 | mfu: 39.5% | epoch: 1 | remaining: 266s    
step 00117 (11.5%) | loss: 3.617959 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,168 | mfu: 39.2% | epoch: 1 | remaining: 265s    
step 00118 (11.6%) | loss: 3.613201 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,669 | mfu: 38.9% | epoch: 1 | remaining: 265s    
step 00119 (11.7%) | loss: 3.604839 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,000 | mfu: 38.9% | epoch: 1 | remaining: 265s    
step 00120 (11.8%) | loss: 3.600720 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,178 | mfu: 38.8% | epoch: 1 | remaining: 264s    
step 00121 (11.9%) | loss: 3.592488 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,494 | mfu: 38.8% | epoch: 1 | remaining: 264s    
step 00122 (12.0%) | loss: 3.580621 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,526 | mfu: 38.7% | epoch: 1 | remaining: 264s    
step 00123 (12.1%) | loss: 3.575100 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,418 | mfu: 38.7% | epoch: 1 | remaining: 263s    
step 00124 (12.3%) | loss: 3.573293 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,201 | mfu: 38.6% | epoch: 1 | remaining: 263s    
step 00125 (12.4%) | loss: 3.570283 | lrm: 1.00 | dt: 325ms | tok/sec: 1,610,720 | mfu: 38.9% | epoch: 1 | remaining: 263s    
step 00126 (12.5%) | loss: 3.564815 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,436 | mfu: 39.2% | epoch: 1 | remaining: 262s    
step 00127 (12.6%) | loss: 3.563307 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,068 | mfu: 39.1% | epoch: 1 | remaining: 262s    
step 00128 (12.7%) | loss: 3.556614 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,288 | mfu: 39.2% | epoch: 1 | remaining: 262s    
step 00129 (12.8%) | loss: 3.548919 | lrm: 1.00 | dt: 329ms | tok/sec: 1,591,603 | mfu: 38.5% | epoch: 1 | remaining: 261s    
step 00130 (12.9%) | loss: 3.544222 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,331 | mfu: 38.9% | epoch: 1 | remaining: 261s    
step 00131 (13.0%) | loss: 3.539119 | lrm: 1.00 | dt: 322ms | tok/sec: 1,625,743 | mfu: 39.3% | epoch: 1 | remaining: 261s    
step 00132 (13.1%) | loss: 3.534480 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,497 | mfu: 38.6% | epoch: 1 | remaining: 260s    
step 00133 (13.2%) | loss: 3.527515 | lrm: 1.00 | dt: 326ms | tok/sec: 1,605,931 | mfu: 38.8% | epoch: 1 | remaining: 260s    
step 00134 (13.3%) | loss: 3.521773 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,596 | mfu: 39.3% | epoch: 1 | remaining: 260s    
step 00135 (13.4%) | loss: 3.519544 | lrm: 1.00 | dt: 327ms | tok/sec: 1,600,945 | mfu: 38.7% | epoch: 1 | remaining: 259s    
step 00136 (13.6%) | loss: 3.512959 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,361 | mfu: 38.5% | epoch: 1 | remaining: 259s    
step 00137 (13.7%) | loss: 3.509282 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,259 | mfu: 39.1% | epoch: 1 | remaining: 259s    
step 00138 (13.8%) | loss: 3.499644 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,240 | mfu: 38.9% | epoch: 1 | remaining: 258s    
step 00139 (13.9%) | loss: 3.491487 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,700 | mfu: 38.7% | epoch: 1 | remaining: 258s    
step 00140 (14.0%) | loss: 3.487558 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,403 | mfu: 39.3% | epoch: 1 | remaining: 258s    
step 00141 (14.1%) | loss: 3.483319 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,764 | mfu: 39.2% | epoch: 1 | remaining: 257s    
step 00142 (14.2%) | loss: 3.481452 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,121 | mfu: 38.8% | epoch: 1 | remaining: 257s    
step 00143 (14.3%) | loss: 3.479317 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,172 | mfu: 38.9% | epoch: 1 | remaining: 257s    
step 00144 (14.4%) | loss: 3.474639 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,754 | mfu: 38.9% | epoch: 1 | remaining: 256s    
step 00145 (14.5%) | loss: 3.472880 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,640 | mfu: 38.6% | epoch: 1 | remaining: 256s    
step 00146 (14.6%) | loss: 3.472520 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,065 | mfu: 38.7% | epoch: 1 | remaining: 256s    
step 00147 (14.7%) | loss: 3.471802 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,145 | mfu: 39.3% | epoch: 1 | remaining: 255s    
step 00148 (14.9%) | loss: 3.471366 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,537 | mfu: 38.7% | epoch: 1 | remaining: 255s    
