Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Attention backend: flash (cuda capability 9.0)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 27047ms | tok/sec: 19,384 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854702 | lrm: 1.00 | dt: 309ms | tok/sec: 1,694,128 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442315 | lrm: 1.00 | dt: 311ms | tok/sec: 1,687,525 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971717 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,433 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578763 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,629 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248856 | lrm: 1.00 | dt: 315ms | tok/sec: 1,664,687 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998097 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,976 | mfu: 39.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787109 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,142 | mfu: 38.9% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.607023 | lrm: 1.00 | dt: 316ms | tok/sec: 1,661,742 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.455186 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,819 | mfu: 40.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325422 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,217 | mfu: 38.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217124 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,540 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.120765 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,318 | mfu: 39.7% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034922 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,187 | mfu: 38.7% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.962785 | lrm: 1.00 | dt: 318ms | tok/sec: 1,651,012 | mfu: 39.9% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 5.898173 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,609 | mfu: 39.6% | epoch: 1 | remaining: 298s    
step 00036 (2.7%) | loss: 5.148694 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,069 | mfu: 39.9% | epoch: 1 | remaining: 292s    
step 00037 (2.8%) | loss: 5.123748 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,134 | mfu: 39.9% | epoch: 1 | remaining: 291s    
step 00038 (2.9%) | loss: 5.096063 | lrm: 1.00 | dt: 324ms | tok/sec: 1,615,948 | mfu: 39.0% | epoch: 1 | remaining: 291s    
step 00039 (3.0%) | loss: 5.068800 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,947 | mfu: 39.6% | epoch: 1 | remaining: 291s    
step 00040 (3.1%) | loss: 5.039843 | lrm: 1.00 | dt: 317ms | tok/sec: 1,653,193 | mfu: 39.9% | epoch: 1 | remaining: 290s    
step 00041 (3.2%) | loss: 5.012501 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,738 | mfu: 39.4% | epoch: 1 | remaining: 290s    
step 00042 (3.3%) | loss: 4.986670 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,561 | mfu: 40.0% | epoch: 1 | remaining: 290s    
step 00043 (3.4%) | loss: 4.960073 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,319 | mfu: 39.7% | epoch: 1 | remaining: 289s    
step 00044 (3.5%) | loss: 4.932440 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,911 | mfu: 39.1% | epoch: 1 | remaining: 289s    
step 00045 (3.6%) | loss: 4.904801 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,813 | mfu: 39.3% | epoch: 1 | remaining: 289s    
step 00046 (3.7%) | loss: 4.877143 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,312 | mfu: 39.7% | epoch: 1 | remaining: 288s    
step 00047 (3.9%) | loss: 4.842350 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,544 | mfu: 39.6% | epoch: 1 | remaining: 288s    
step 00048 (4.0%) | loss: 4.820303 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,622 | mfu: 39.2% | epoch: 1 | remaining: 288s    
step 00049 (4.1%) | loss: 4.791462 | lrm: 1.00 | dt: 317ms | tok/sec: 1,651,836 | mfu: 39.9% | epoch: 1 | remaining: 287s    
step 00050 (4.2%) | loss: 4.762745 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,335 | mfu: 39.4% | epoch: 1 | remaining: 287s    
step 00051 (4.3%) | loss: 4.737223 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,058 | mfu: 39.5% | epoch: 1 | remaining: 287s    
step 00052 (4.4%) | loss: 4.709780 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,407 | mfu: 39.5% | epoch: 1 | remaining: 287s    
step 00053 (4.5%) | loss: 4.682656 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,217 | mfu: 39.1% | epoch: 1 | remaining: 286s    
step 00054 (4.6%) | loss: 4.656654 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,074 | mfu: 39.3% | epoch: 1 | remaining: 286s    
step 00055 (4.7%) | loss: 4.631084 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,318 | mfu: 39.9% | epoch: 1 | remaining: 286s    
step 00056 (4.8%) | loss: 4.608011 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,968 | mfu: 39.2% | epoch: 1 | remaining: 285s    
step 00057 (4.9%) | loss: 4.583097 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,673 | mfu: 39.8% | epoch: 1 | remaining: 285s    
step 00058 (5.0%) | loss: 4.553141 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,359 | mfu: 39.5% | epoch: 1 | remaining: 285s    
step 00059 (5.1%) | loss: 4.530041 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,575 | mfu: 39.2% | epoch: 1 | remaining: 284s    
step 00060 (5.2%) | loss: 4.505526 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,765 | mfu: 39.5% | epoch: 1 | remaining: 284s    
step 00061 (5.4%) | loss: 4.477105 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,938 | mfu: 39.6% | epoch: 1 | remaining: 284s    
step 00062 (5.5%) | loss: 4.454611 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,937 | mfu: 39.8% | epoch: 1 | remaining: 283s    
step 00063 (5.6%) | loss: 4.429170 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,806 | mfu: 39.6% | epoch: 1 | remaining: 283s    
step 00064 (5.7%) | loss: 4.403513 | lrm: 1.00 | dt: 316ms | tok/sec: 1,657,432 | mfu: 40.0% | epoch: 1 | remaining: 283s    
step 00065 (5.8%) | loss: 4.373333 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,108 | mfu: 39.3% | epoch: 1 | remaining: 282s    
step 00066 (5.9%) | loss: 4.348830 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,211 | mfu: 39.6% | epoch: 1 | remaining: 282s    
step 00067 (6.0%) | loss: 4.325889 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,355 | mfu: 39.6% | epoch: 1 | remaining: 282s    
step 00068 (6.1%) | loss: 4.307175 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,434 | mfu: 39.7% | epoch: 1 | remaining: 281s    
step 00069 (6.2%) | loss: 4.286901 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,316 | mfu: 39.3% | epoch: 1 | remaining: 281s    
step 00070 (6.3%) | loss: 4.264926 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,313 | mfu: 39.5% | epoch: 1 | remaining: 281s    
step 00071 (6.4%) | loss: 4.248476 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,151 | mfu: 39.8% | epoch: 1 | remaining: 280s    
step 00072 (6.5%) | loss: 4.225027 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,412 | mfu: 39.4% | epoch: 1 | remaining: 280s    
step 00073 (6.6%) | loss: 4.200120 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,074 | mfu: 39.6% | epoch: 1 | remaining: 280s    
step 00074 (6.7%) | loss: 4.178261 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,295 | mfu: 39.6% | epoch: 1 | remaining: 279s    
step 00075 (6.8%) | loss: 4.160435 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,490 | mfu: 39.5% | epoch: 1 | remaining: 279s    
step 00076 (7.0%) | loss: 4.140559 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,138 | mfu: 39.4% | epoch: 1 | remaining: 279s    
step 00077 (7.1%) | loss: 4.123535 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,041 | mfu: 40.0% | epoch: 1 | remaining: 279s    
step 00078 (7.2%) | loss: 4.100848 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,064 | mfu: 39.7% | epoch: 1 | remaining: 278s    
step 00079 (7.3%) | loss: 4.081875 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,769 | mfu: 39.8% | epoch: 1 | remaining: 278s    
step 00080 (7.4%) | loss: 4.061899 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,263 | mfu: 39.7% | epoch: 1 | remaining: 278s    
step 00081 (7.5%) | loss: 4.040924 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,488 | mfu: 39.3% | epoch: 1 | remaining: 277s    
step 00082 (7.6%) | loss: 4.022156 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,168 | mfu: 39.8% | epoch: 1 | remaining: 277s    
step 00083 (7.7%) | loss: 4.004686 | lrm: 1.00 | dt: 320ms | tok/sec: 1,635,974 | mfu: 39.5% | epoch: 1 | remaining: 277s    
step 00084 (7.8%) | loss: 3.987948 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,342 | mfu: 39.4% | epoch: 1 | remaining: 276s    
step 00085 (7.9%) | loss: 3.974711 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,751 | mfu: 39.7% | epoch: 1 | remaining: 276s    
step 00086 (8.0%) | loss: 3.959452 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,431 | mfu: 39.6% | epoch: 1 | remaining: 276s    
step 00087 (8.1%) | loss: 3.943983 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,502 | mfu: 39.5% | epoch: 1 | remaining: 275s    
step 00088 (8.2%) | loss: 3.924829 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,498 | mfu: 39.6% | epoch: 1 | remaining: 275s    
step 00089 (8.3%) | loss: 3.905108 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,265 | mfu: 39.4% | epoch: 1 | remaining: 275s    
step 00090 (8.4%) | loss: 3.892732 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,278 | mfu: 39.6% | epoch: 1 | remaining: 274s    
step 00091 (8.6%) | loss: 3.877894 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,419 | mfu: 39.8% | epoch: 1 | remaining: 274s    
step 00092 (8.7%) | loss: 3.861857 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,418 | mfu: 39.4% | epoch: 1 | remaining: 274s    
step 00093 (8.8%) | loss: 3.850109 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,200 | mfu: 39.4% | epoch: 1 | remaining: 273s    
step 00094 (8.9%) | loss: 3.836696 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,613 | mfu: 39.6% | epoch: 1 | remaining: 273s    
step 00095 (9.0%) | loss: 3.826304 | lrm: 1.00 | dt: 318ms | tok/sec: 1,651,269 | mfu: 39.9% | epoch: 1 | remaining: 273s    
step 00096 (9.1%) | loss: 3.816743 | lrm: 1.00 | dt: 322ms | tok/sec: 1,625,867 | mfu: 39.3% | epoch: 1 | remaining: 272s    
step 00097 (9.2%) | loss: 3.801448 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,441 | mfu: 39.6% | epoch: 1 | remaining: 272s    
step 00098 (9.3%) | loss: 3.792316 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,122 | mfu: 39.7% | epoch: 1 | remaining: 272s    
step 00099 (9.4%) | loss: 3.780200 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,543 | mfu: 39.3% | epoch: 1 | remaining: 271s    
step 00100 (9.5%) | loss: 3.770396 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,739 | mfu: 39.7% | epoch: 1 | remaining: 271s    
step 00101 (9.6%) | loss: 3.755101 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,980 | mfu: 39.5% | epoch: 1 | remaining: 271s    
step 00102 (9.7%) | loss: 3.744090 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,490 | mfu: 39.5% | epoch: 1 | remaining: 271s    
step 00103 (9.8%) | loss: 3.734204 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,826 | mfu: 39.6% | epoch: 1 | remaining: 270s    
step 00104 (9.9%) | loss: 3.716816 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,699 | mfu: 39.7% | epoch: 1 | remaining: 270s    
step 00105 (10.0%) | loss: 3.709031 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,825 | mfu: 39.4% | epoch: 1 | remaining: 270s    
step 00106 (10.2%) | loss: 3.701798 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,193 | mfu: 39.1% | epoch: 1 | remaining: 269s    
step 00107 (10.3%) | loss: 3.689088 | lrm: 1.00 | dt: 337ms | tok/sec: 1,553,479 | mfu: 37.5% | epoch: 1 | remaining: 269s    
step 00108 (10.4%) | loss: 3.683160 | lrm: 1.00 | dt: 334ms | tok/sec: 1,568,579 | mfu: 37.9% | epoch: 1 | remaining: 269s    
step 00109 (10.5%) | loss: 3.669262 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,618 | mfu: 39.9% | epoch: 1 | remaining: 268s    
step 00110 (10.6%) | loss: 3.662999 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,765 | mfu: 39.2% | epoch: 1 | remaining: 268s    
step 00111 (10.7%) | loss: 3.657593 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,386 | mfu: 39.1% | epoch: 1 | remaining: 268s    
step 00112 (10.8%) | loss: 3.652377 | lrm: 1.00 | dt: 314ms | tok/sec: 1,672,053 | mfu: 40.4% | epoch: 1 | remaining: 267s    
step 00113 (10.9%) | loss: 3.642403 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,493 | mfu: 39.4% | epoch: 1 | remaining: 267s    
step 00114 (11.0%) | loss: 3.631940 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,476 | mfu: 39.0% | epoch: 1 | remaining: 267s    
step 00115 (11.1%) | loss: 3.627420 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,191 | mfu: 39.8% | epoch: 1 | remaining: 266s    
step 00116 (11.2%) | loss: 3.620017 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,134 | mfu: 39.8% | epoch: 1 | remaining: 266s    
step 00117 (11.3%) | loss: 3.617037 | lrm: 1.00 | dt: 342ms | tok/sec: 1,533,608 | mfu: 37.1% | epoch: 1 | remaining: 266s    
step 00118 (11.5%) | loss: 3.612879 | lrm: 1.00 | dt: 317ms | tok/sec: 1,656,471 | mfu: 40.0% | epoch: 1 | remaining: 265s    
step 00119 (11.6%) | loss: 3.604783 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,529 | mfu: 39.4% | epoch: 1 | remaining: 265s    
step 00120 (11.7%) | loss: 3.600654 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,621 | mfu: 39.3% | epoch: 1 | remaining: 265s    
step 00121 (11.8%) | loss: 3.592971 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,423 | mfu: 39.8% | epoch: 1 | remaining: 264s    
step 00122 (11.9%) | loss: 3.581543 | lrm: 1.00 | dt: 324ms | tok/sec: 1,619,795 | mfu: 39.1% | epoch: 1 | remaining: 264s    
step 00123 (12.0%) | loss: 3.577103 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,233 | mfu: 39.2% | epoch: 1 | remaining: 264s    
step 00124 (12.1%) | loss: 3.575511 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,439 | mfu: 39.7% | epoch: 1 | remaining: 263s    
step 00125 (12.2%) | loss: 3.571684 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,296 | mfu: 39.4% | epoch: 1 | remaining: 263s    
step 00126 (12.3%) | loss: 3.565518 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,457 | mfu: 39.2% | epoch: 1 | remaining: 263s    
step 00127 (12.4%) | loss: 3.562972 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,775 | mfu: 39.6% | epoch: 1 | remaining: 262s    
step 00128 (12.5%) | loss: 3.555971 | lrm: 1.00 | dt: 320ms | tok/sec: 1,635,926 | mfu: 39.5% | epoch: 1 | remaining: 262s    
step 00129 (12.6%) | loss: 3.548784 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,641 | mfu: 39.4% | epoch: 1 | remaining: 262s    
step 00130 (12.7%) | loss: 3.544221 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,891 | mfu: 39.6% | epoch: 1 | remaining: 261s    
step 00131 (12.8%) | loss: 3.538152 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,361 | mfu: 40.0% | epoch: 1 | remaining: 261s    
step 00132 (12.9%) | loss: 3.533498 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,563 | mfu: 39.6% | epoch: 1 | remaining: 261s    
step 00133 (13.1%) | loss: 3.527304 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,760 | mfu: 39.5% | epoch: 1 | remaining: 261s    
step 00134 (13.2%) | loss: 3.521211 | lrm: 1.00 | dt: 317ms | tok/sec: 1,651,477 | mfu: 39.9% | epoch: 1 | remaining: 260s    
step 00135 (13.3%) | loss: 3.518451 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,425 | mfu: 39.2% | epoch: 1 | remaining: 260s    
step 00136 (13.4%) | loss: 3.511583 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,662 | mfu: 39.6% | epoch: 1 | remaining: 260s    
step 00137 (13.5%) | loss: 3.508049 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,731 | mfu: 39.8% | epoch: 1 | remaining: 259s    
step 00138 (13.6%) | loss: 3.498889 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,090 | mfu: 39.5% | epoch: 1 | remaining: 259s    
step 00139 (13.7%) | loss: 3.490434 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,927 | mfu: 39.4% | epoch: 1 | remaining: 259s    
step 00140 (13.8%) | loss: 3.485978 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,099 | mfu: 40.0% | epoch: 1 | remaining: 258s    
step 00141 (13.9%) | loss: 3.480895 | lrm: 1.00 | dt: 321ms | tok/sec: 1,630,813 | mfu: 39.4% | epoch: 1 | remaining: 258s    
step 00142 (14.0%) | loss: 3.479340 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,277 | mfu: 39.1% | epoch: 1 | remaining: 258s    
step 00143 (14.1%) | loss: 3.477063 | lrm: 1.00 | dt: 315ms | tok/sec: 1,666,277 | mfu: 40.3% | epoch: 1 | remaining: 257s    
step 00144 (14.2%) | loss: 3.471914 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,879 | mfu: 39.5% | epoch: 1 | remaining: 257s    
step 00145 (14.3%) | loss: 3.469714 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,080 | mfu: 39.4% | epoch: 1 | remaining: 257s    
step 00146 (14.4%) | loss: 3.468921 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,781 | mfu: 39.8% | epoch: 1 | remaining: 256s    
step 00147 (14.5%) | loss: 3.469954 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,014 | mfu: 39.5% | epoch: 1 | remaining: 256s    
step 00148 (14.7%) | loss: 3.471688 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,016 | mfu: 39.6% | epoch: 1 | remaining: 256s    
