Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Attention backend: flash (cuda capability 9.0)
Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 26828ms | tok/sec: 19,542 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854702 | lrm: 1.00 | dt: 307ms | tok/sec: 1,705,060 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442316 | lrm: 1.00 | dt: 310ms | tok/sec: 1,693,606 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971720 | lrm: 1.00 | dt: 339ms | tok/sec: 1,548,496 | mfu: 37.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578755 | lrm: 1.00 | dt: 345ms | tok/sec: 1,521,252 | mfu: 36.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248836 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,665 | mfu: 39.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998074 | lrm: 1.00 | dt: 311ms | tok/sec: 1,684,516 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787069 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,868 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.606984 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,594 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.455142 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,583 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325376 | lrm: 1.00 | dt: 317ms | tok/sec: 1,653,126 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217073 | lrm: 1.00 | dt: 316ms | tok/sec: 1,659,402 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.120707 | lrm: 1.00 | dt: 314ms | tok/sec: 1,670,448 | mfu: 40.4% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034845 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,240 | mfu: 39.7% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.962711 | lrm: 1.00 | dt: 316ms | tok/sec: 1,656,592 | mfu: 40.0% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 5.898184 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,602 | mfu: 40.0% | epoch: 1 | remaining: 298s    
step 00036 (2.6%) | loss: 5.149942 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,772 | mfu: 39.8% | epoch: 1 | remaining: 292s    
step 00037 (2.8%) | loss: 5.123324 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,031 | mfu: 39.9% | epoch: 1 | remaining: 291s    
step 00038 (2.9%) | loss: 5.096035 | lrm: 1.00 | dt: 315ms | tok/sec: 1,663,703 | mfu: 40.2% | epoch: 1 | remaining: 291s    
step 00039 (3.0%) | loss: 5.069489 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,178 | mfu: 39.6% | epoch: 1 | remaining: 291s    
step 00040 (3.1%) | loss: 5.040306 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,584 | mfu: 39.6% | epoch: 1 | remaining: 290s    
step 00041 (3.2%) | loss: 5.013021 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,070 | mfu: 40.0% | epoch: 1 | remaining: 290s    
step 00042 (3.3%) | loss: 4.987326 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,572 | mfu: 39.8% | epoch: 1 | remaining: 290s    
step 00043 (3.4%) | loss: 4.959701 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,141 | mfu: 39.7% | epoch: 1 | remaining: 290s    
step 00044 (3.5%) | loss: 4.931436 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,867 | mfu: 39.5% | epoch: 1 | remaining: 289s    
step 00045 (3.6%) | loss: 4.903753 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,442 | mfu: 39.7% | epoch: 1 | remaining: 289s    
step 00046 (3.7%) | loss: 4.876128 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,524 | mfu: 39.8% | epoch: 1 | remaining: 289s    
step 00047 (3.8%) | loss: 4.841634 | lrm: 1.00 | dt: 314ms | tok/sec: 1,669,357 | mfu: 40.3% | epoch: 1 | remaining: 288s    
step 00048 (3.9%) | loss: 4.820468 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,091 | mfu: 39.9% | epoch: 1 | remaining: 288s    
step 00049 (4.0%) | loss: 4.793972 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,873 | mfu: 39.7% | epoch: 1 | remaining: 288s    
step 00050 (4.1%) | loss: 4.764814 | lrm: 1.00 | dt: 317ms | tok/sec: 1,656,176 | mfu: 40.0% | epoch: 1 | remaining: 287s    
step 00051 (4.2%) | loss: 4.739019 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,716 | mfu: 40.0% | epoch: 1 | remaining: 287s    
step 00052 (4.3%) | loss: 4.711815 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,182 | mfu: 39.8% | epoch: 1 | remaining: 287s    
step 00053 (4.4%) | loss: 4.685987 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,471 | mfu: 39.6% | epoch: 1 | remaining: 286s    
step 00054 (4.6%) | loss: 4.657927 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,812 | mfu: 39.8% | epoch: 1 | remaining: 286s    
step 00055 (4.7%) | loss: 4.631350 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,682 | mfu: 39.5% | epoch: 1 | remaining: 286s    
step 00056 (4.8%) | loss: 4.610232 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,981 | mfu: 39.7% | epoch: 1 | remaining: 285s    
step 00057 (4.9%) | loss: 4.585228 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,070 | mfu: 39.6% | epoch: 1 | remaining: 285s    
step 00058 (5.0%) | loss: 4.553927 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,914 | mfu: 39.3% | epoch: 1 | remaining: 285s    
step 00059 (5.1%) | loss: 4.530524 | lrm: 1.00 | dt: 316ms | tok/sec: 1,657,651 | mfu: 40.1% | epoch: 1 | remaining: 284s    
step 00060 (5.2%) | loss: 4.505552 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,806 | mfu: 39.5% | epoch: 1 | remaining: 284s    
step 00061 (5.3%) | loss: 4.476988 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,897 | mfu: 39.9% | epoch: 1 | remaining: 284s    
step 00062 (5.4%) | loss: 4.453378 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,933 | mfu: 39.8% | epoch: 1 | remaining: 283s    
step 00063 (5.5%) | loss: 4.427133 | lrm: 1.00 | dt: 314ms | tok/sec: 1,669,830 | mfu: 40.3% | epoch: 1 | remaining: 283s    
step 00064 (5.6%) | loss: 4.401336 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,152 | mfu: 39.9% | epoch: 1 | remaining: 283s    
step 00065 (5.7%) | loss: 4.374206 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,973 | mfu: 39.8% | epoch: 1 | remaining: 283s    
step 00066 (5.8%) | loss: 4.351628 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,560 | mfu: 39.6% | epoch: 1 | remaining: 282s    
step 00067 (5.9%) | loss: 4.330268 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,280 | mfu: 40.0% | epoch: 1 | remaining: 282s    
step 00068 (6.0%) | loss: 4.309622 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,434 | mfu: 39.6% | epoch: 1 | remaining: 282s    
step 00069 (6.1%) | loss: 4.288590 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,448 | mfu: 39.5% | epoch: 1 | remaining: 281s    
step 00070 (6.3%) | loss: 4.267754 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,653 | mfu: 39.5% | epoch: 1 | remaining: 281s    
step 00071 (6.4%) | loss: 4.253163 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,008 | mfu: 39.7% | epoch: 1 | remaining: 281s    
step 00072 (6.5%) | loss: 4.230496 | lrm: 1.00 | dt: 318ms | tok/sec: 1,649,448 | mfu: 39.9% | epoch: 1 | remaining: 280s    
step 00073 (6.6%) | loss: 4.204134 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,993 | mfu: 40.0% | epoch: 1 | remaining: 280s    
step 00074 (6.7%) | loss: 4.179589 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,137 | mfu: 40.0% | epoch: 1 | remaining: 280s    
step 00075 (6.8%) | loss: 4.160480 | lrm: 1.00 | dt: 316ms | tok/sec: 1,657,658 | mfu: 40.1% | epoch: 1 | remaining: 279s    
step 00076 (6.9%) | loss: 4.140803 | lrm: 1.00 | dt: 314ms | tok/sec: 1,667,318 | mfu: 40.3% | epoch: 1 | remaining: 279s    
step 00077 (7.0%) | loss: 4.124342 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,831 | mfu: 39.8% | epoch: 1 | remaining: 279s    
step 00078 (7.1%) | loss: 4.100986 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,689 | mfu: 39.8% | epoch: 1 | remaining: 278s    
step 00079 (7.2%) | loss: 4.081152 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,713 | mfu: 39.4% | epoch: 1 | remaining: 278s    
step 00080 (7.3%) | loss: 4.060290 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,204 | mfu: 39.4% | epoch: 1 | remaining: 278s    
step 00081 (7.4%) | loss: 4.039699 | lrm: 1.00 | dt: 316ms | tok/sec: 1,657,656 | mfu: 40.1% | epoch: 1 | remaining: 277s    
step 00082 (7.5%) | loss: 4.019573 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,829 | mfu: 39.9% | epoch: 1 | remaining: 277s    
step 00083 (7.6%) | loss: 3.999677 | lrm: 1.00 | dt: 322ms | tok/sec: 1,628,311 | mfu: 39.3% | epoch: 1 | remaining: 277s    
step 00084 (7.7%) | loss: 3.983659 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,923 | mfu: 39.8% | epoch: 1 | remaining: 276s    
step 00085 (7.8%) | loss: 3.971846 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,959 | mfu: 39.2% | epoch: 1 | remaining: 276s    
step 00086 (8.0%) | loss: 3.955646 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,298 | mfu: 39.7% | epoch: 1 | remaining: 276s    
step 00087 (8.1%) | loss: 3.938779 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,326 | mfu: 39.7% | epoch: 1 | remaining: 275s    
step 00088 (8.2%) | loss: 3.918630 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,517 | mfu: 39.6% | epoch: 1 | remaining: 275s    
step 00089 (8.3%) | loss: 3.900526 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,111 | mfu: 40.0% | epoch: 1 | remaining: 275s    
step 00090 (8.4%) | loss: 3.886952 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,988 | mfu: 39.6% | epoch: 1 | remaining: 275s    
step 00091 (8.5%) | loss: 3.871567 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,315 | mfu: 39.2% | epoch: 1 | remaining: 274s    
step 00092 (8.6%) | loss: 3.856917 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,381 | mfu: 39.5% | epoch: 1 | remaining: 274s    
step 00093 (8.7%) | loss: 3.847561 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,502 | mfu: 39.5% | epoch: 1 | remaining: 274s    
step 00094 (8.8%) | loss: 3.834879 | lrm: 1.00 | dt: 317ms | tok/sec: 1,656,281 | mfu: 40.0% | epoch: 1 | remaining: 273s    
step 00095 (8.9%) | loss: 3.825652 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,156 | mfu: 39.9% | epoch: 1 | remaining: 273s    
step 00096 (9.0%) | loss: 3.816401 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,159 | mfu: 39.5% | epoch: 1 | remaining: 273s    
step 00097 (9.1%) | loss: 3.802760 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,009 | mfu: 39.7% | epoch: 1 | remaining: 272s    
step 00098 (9.2%) | loss: 3.793463 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,299 | mfu: 39.5% | epoch: 1 | remaining: 272s    
step 00099 (9.3%) | loss: 3.780832 | lrm: 1.00 | dt: 318ms | tok/sec: 1,650,520 | mfu: 39.9% | epoch: 1 | remaining: 272s    
step 00100 (9.4%) | loss: 3.770228 | lrm: 1.00 | dt: 316ms | tok/sec: 1,657,484 | mfu: 40.0% | epoch: 1 | remaining: 271s    
step 00101 (9.6%) | loss: 3.754905 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,343 | mfu: 39.8% | epoch: 1 | remaining: 271s    
step 00102 (9.7%) | loss: 3.743454 | lrm: 1.00 | dt: 317ms | tok/sec: 1,653,118 | mfu: 39.9% | epoch: 1 | remaining: 271s    
step 00103 (9.8%) | loss: 3.734624 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,342 | mfu: 39.7% | epoch: 1 | remaining: 270s    
step 00104 (9.9%) | loss: 3.717896 | lrm: 1.00 | dt: 320ms | tok/sec: 1,639,717 | mfu: 39.6% | epoch: 1 | remaining: 270s    
step 00105 (10.0%) | loss: 3.708977 | lrm: 1.00 | dt: 313ms | tok/sec: 1,674,043 | mfu: 40.4% | epoch: 1 | remaining: 270s    
step 00106 (10.1%) | loss: 3.701497 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,541 | mfu: 39.4% | epoch: 1 | remaining: 269s    
step 00107 (10.2%) | loss: 3.689111 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,381 | mfu: 39.6% | epoch: 1 | remaining: 269s    
step 00108 (10.3%) | loss: 3.682562 | lrm: 1.00 | dt: 323ms | tok/sec: 1,620,766 | mfu: 39.2% | epoch: 1 | remaining: 269s    
step 00109 (10.4%) | loss: 3.669378 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,440 | mfu: 40.0% | epoch: 1 | remaining: 268s    
step 00110 (10.5%) | loss: 3.662871 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,942 | mfu: 39.6% | epoch: 1 | remaining: 268s    
step 00111 (10.6%) | loss: 3.657736 | lrm: 1.00 | dt: 318ms | tok/sec: 1,648,586 | mfu: 39.8% | epoch: 1 | remaining: 268s    
step 00112 (10.7%) | loss: 3.650562 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,669 | mfu: 39.7% | epoch: 1 | remaining: 268s    
step 00113 (10.8%) | loss: 3.639701 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,064 | mfu: 39.7% | epoch: 1 | remaining: 267s    
step 00114 (10.9%) | loss: 3.629380 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,495 | mfu: 39.3% | epoch: 1 | remaining: 267s    
step 00115 (11.0%) | loss: 3.626634 | lrm: 1.00 | dt: 316ms | tok/sec: 1,659,235 | mfu: 40.1% | epoch: 1 | remaining: 267s    
step 00116 (11.1%) | loss: 3.620330 | lrm: 1.00 | dt: 314ms | tok/sec: 1,670,128 | mfu: 40.4% | epoch: 1 | remaining: 266s    
step 00117 (11.2%) | loss: 3.618265 | lrm: 1.00 | dt: 342ms | tok/sec: 1,531,744 | mfu: 37.0% | epoch: 1 | remaining: 266s    
step 00118 (11.4%) | loss: 3.613878 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,316 | mfu: 39.8% | epoch: 1 | remaining: 266s    
step 00119 (11.5%) | loss: 3.606092 | lrm: 1.00 | dt: 315ms | tok/sec: 1,662,654 | mfu: 40.2% | epoch: 1 | remaining: 265s    
step 00120 (11.6%) | loss: 3.601739 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,729 | mfu: 39.1% | epoch: 1 | remaining: 265s    
step 00121 (11.7%) | loss: 3.594413 | lrm: 1.00 | dt: 316ms | tok/sec: 1,659,968 | mfu: 40.1% | epoch: 1 | remaining: 265s    
step 00122 (11.8%) | loss: 3.582133 | lrm: 1.00 | dt: 317ms | tok/sec: 1,654,464 | mfu: 40.0% | epoch: 1 | remaining: 264s    
step 00123 (11.9%) | loss: 3.576496 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,386 | mfu: 39.3% | epoch: 1 | remaining: 264s    
step 00124 (12.0%) | loss: 3.574250 | lrm: 1.00 | dt: 318ms | tok/sec: 1,651,171 | mfu: 39.9% | epoch: 1 | remaining: 264s    
step 00125 (12.1%) | loss: 3.570137 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,225 | mfu: 39.7% | epoch: 1 | remaining: 263s    
step 00126 (12.2%) | loss: 3.563521 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,671 | mfu: 39.6% | epoch: 1 | remaining: 263s    
step 00127 (12.3%) | loss: 3.562529 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,247 | mfu: 39.7% | epoch: 1 | remaining: 263s    
step 00128 (12.4%) | loss: 3.555767 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,150 | mfu: 39.5% | epoch: 1 | remaining: 262s    
step 00129 (12.5%) | loss: 3.547876 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,569 | mfu: 39.5% | epoch: 1 | remaining: 262s    
step 00130 (12.6%) | loss: 3.543702 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,518 | mfu: 39.6% | epoch: 1 | remaining: 262s    
step 00131 (12.7%) | loss: 3.538479 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,149 | mfu: 39.8% | epoch: 1 | remaining: 261s    
step 00132 (12.9%) | loss: 3.532995 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,782 | mfu: 39.6% | epoch: 1 | remaining: 261s    
step 00133 (13.0%) | loss: 3.526618 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,134 | mfu: 39.5% | epoch: 1 | remaining: 261s    
step 00134 (13.1%) | loss: 3.521601 | lrm: 1.00 | dt: 319ms | tok/sec: 1,641,565 | mfu: 39.7% | epoch: 1 | remaining: 260s    
step 00135 (13.2%) | loss: 3.519102 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,375 | mfu: 39.5% | epoch: 1 | remaining: 260s    
step 00136 (13.3%) | loss: 3.511796 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,565 | mfu: 39.5% | epoch: 1 | remaining: 260s    
step 00137 (13.4%) | loss: 3.508254 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,252 | mfu: 39.5% | epoch: 1 | remaining: 260s    
step 00138 (13.5%) | loss: 3.500065 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,955 | mfu: 39.7% | epoch: 1 | remaining: 259s    
step 00139 (13.6%) | loss: 3.492035 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,999 | mfu: 39.3% | epoch: 1 | remaining: 259s    
step 00140 (13.7%) | loss: 3.486548 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,644 | mfu: 39.8% | epoch: 1 | remaining: 259s    
step 00141 (13.8%) | loss: 3.481722 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,918 | mfu: 39.9% | epoch: 1 | remaining: 258s    
step 00142 (13.9%) | loss: 3.478996 | lrm: 1.00 | dt: 321ms | tok/sec: 1,635,668 | mfu: 39.5% | epoch: 1 | remaining: 258s    
step 00143 (14.0%) | loss: 3.475865 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,126 | mfu: 39.5% | epoch: 1 | remaining: 258s    
step 00144 (14.1%) | loss: 3.470650 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,360 | mfu: 39.7% | epoch: 1 | remaining: 257s    
step 00145 (14.2%) | loss: 3.469127 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,257 | mfu: 39.6% | epoch: 1 | remaining: 257s    
step 00146 (14.3%) | loss: 3.468663 | lrm: 1.00 | dt: 322ms | tok/sec: 1,626,093 | mfu: 39.3% | epoch: 1 | remaining: 257s    
step 00147 (14.5%) | loss: 3.469339 | lrm: 1.00 | dt: 317ms | tok/sec: 1,655,389 | mfu: 40.0% | epoch: 1 | remaining: 256s    
step 00148 (14.6%) | loss: 3.469909 | lrm: 1.00 | dt: 318ms | tok/sec: 1,647,128 | mfu: 39.8% | epoch: 1 | remaining: 256s    
